title_product,rating,rating_number,price,description,features,store,details,top_10_comments
Topicrem Sensitive Skin Ultra-Moisturizing Progressive Tan 200ml by Topicrem,1.0,27,19.99,[],[],Topicrem,"{""Skin Type"": ""Sensitive, Dry"", ""Brand"": ""Topicrem"", ""Skin Tone"": ""All"", ""Material Feature"": ""Hypoallergenic"", ""Item Weight"": ""0.31 Pounds"", ""Language"": ""Spanish"", ""Product Dimensions"": ""7.09 x 3.15 x 1.97 inches; 4.94 Ounces"", ""Item model number"": ""460"", ""Batteries"": ""1 A batteries required.""}","['{""Skin Type"": ""Sensitive, Dry"", ""Brand"": ""Topicrem"", ""Skin Tone"": ""All"", ""Material Feature"": ""Hypoallergenic"", ""Item Weight"": ""0.31 Pounds"", ""Language"": ""Spanish"", ""Product Dimensions"": ""7.09 x 3.15 x 1.97 inches; 4.94 Ounces"", ""Item model number"": ""460"", ""Batteries"": ""1 A batteries required.""}', '{""Skin Type"": ""Sensitive, Dry"", ""Brand"": ""Topicrem"", ""Skin Tone"": ""All"", ""Material Feature"": ""Hypoallergenic"", ""Item Weight"": ""0.31 Pounds"", ""Language"": ""Spanish"", ""Product Dimensions"": ""7.09 x 3.15 x 1.97 inches; 4.94 Ounces"", ""Item model number"": ""460"", ""Batteries"": ""1 A batteries required.""}', '{""Skin Type"": ""Sensitive, Dry"", ""Brand"": ""Topicrem"", ""Skin Tone"": ""All"", ""Material Feature"": ""Hypoallergenic"", ""Item Weight"": ""0.31 Pounds"", ""Language"": ""Spanish"", ""Product Dimensions"": ""7.09 x 3.15 x 1.97 inches; 4.94 Ounces"", ""Item model number"": ""460"", ""Batteries"": ""1 A batteries required.""}']"
all-nutrient mousse+ foaming volumizer 8.4 oz,5.0,22,23.99,"['What it is: Mousse+ is a light-weight styling foam formulated to give exceptional body, sheen and lift with the freedom of movement. Ginkgo adds texture and shine all while increasing volume for incredible fullness and thickness. What else you need to know: A foaming volumizer creates soft, pliable, weightless hold and sheen. All Nutrient Mousse+ Foaming Volumizer - 8.4 oz']",[],all nutrient,"{""Hair Type"": ""All"", ""Liquid Volume"": ""8.4 Fluid Ounces"", ""Item Form"": ""Mousse"", ""Brand"": ""all nutrient"", ""Number of Items"": ""1"", ""Package Dimensions"": ""8.31 x 2.09 x 1.97 inches; 10.23 Ounces"", ""UPC"": ""732068869915""}","['{""Hair Type"": ""All"", ""Liquid Volume"": ""8.4 Fluid Ounces"", ""Item Form"": ""Mousse"", ""Brand"": ""all nutrient"", ""Number of Items"": ""1"", ""Package Dimensions"": ""8.31 x 2.09 x 1.97 inches; 10.23 Ounces"", ""UPC"": ""732068869915""}']"
Care Free Curl Gold 8 oz. Activator/Moisturizer (Pack of 2) by Care Free Curl,5.0,1,7.99,[],[],Care Free Curl,"{""Product Benefits"": ""Conditioning"", ""Hair Type"": ""Curly"", ""Liquid Volume"": ""8 Fluid Ounces"", ""Item Form"": ""Clay"", ""Brand"": ""Care Free Curl"", ""UPC"": ""730158301406 795827569549""}","['{""Product Benefits"": ""Conditioning"", ""Hair Type"": ""Curly"", ""Liquid Volume"": ""8 Fluid Ounces"", ""Item Form"": ""Clay"", ""Brand"": ""Care Free Curl"", ""UPC"": ""730158301406 795827569549""}']"
Thick Hair Net 12 Pack,1.0,1,23.96,[],['Black color' 'One size fits all' 'Best quality'],Hair Accessories,"{""UPC"": ""695019027010"", ""Manufacturer"": ""Hair Accessories""}","['{""UPC"": ""695019027010"", ""Manufacturer"": ""Hair Accessories""}']"
Oil Control Film Clean & Clear Oil-Absorbing Sheets 60 Sheets (Pack of 3),1.0,1108,11.7,[],[],Clean & Clear,"{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}","['{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}', '{""Brand"": ""Clean & Clear"", ""Special Feature"": ""Oil Absorbent"", ""Skin Type"": ""Oily"", ""Number of Items"": ""3"", ""Sheet Count"": ""60"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.92 x 2.95 x 1.14 inches; 1.76 Ounces"", ""Item model number"": ""SG_B01GPS1OS2_US""}']"
"Eylure Nikki Phillippi, Feather light Feel Eyelashes, Hand crafted, Contact Lens Friendly, Adhesive included, 1 pair, Cruelty Free,",1.0,88,9.9,"['The Vlogger Series, Eyelashes, Easy On, Gentle Off, Midnight-meow, Feather Light Feel, Adhesive 0.03 Fl. Oz included, Hand crafted, contact lens friendly, Natural Look, One pair.']",['Feather Light feel Eyelash natural look'],Eylure,"{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}","['{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}', '{""Color"": ""Black"", ""Brand"": ""Eylure"", ""Material Feature"": ""Cruelty Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.37 x 3.94 x 0.87 inches; 0.85 Ounces"", ""Manufacturer"": ""LENGTHEN""}']"
"NutriBiotic Fresh Fruit Nonsoap Skin Cleanser (Pack of 2) with Comfrey Leaf, Grapefruit Seed Extract, Comfrey Leaf and Matricaria, 16 fl. oz.",5.0,20,29.63,[],[],NutriBiotic,"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.5 x 5.4 x 2.7 inches; 2 Pounds"", ""UPC"": ""653801367454""}","['{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.5 x 5.4 x 2.7 inches; 2 Pounds"", ""UPC"": ""653801367454""}', '{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.5 x 5.4 x 2.7 inches; 2 Pounds"", ""UPC"": ""653801367454""}', '{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.5 x 5.4 x 2.7 inches; 2 Pounds"", ""UPC"": ""653801367454""}', '{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.5 x 5.4 x 2.7 inches; 2 Pounds"", ""UPC"": ""653801367454""}']"
Style Factor Edge Booster 25ml (LEMON CANDY),5.0,100,25.99,['Style Factor Edge Booster 25ml (LEMON CANDY)'],[],Style Factor,"{""Scent"": ""Lemon"", ""Liquid Volume"": ""25 Milliliters"", ""Item Form"": ""Gel"", ""Brand"": ""Style Factor"", ""Number of Items"": ""1"", ""Package Dimensions"": ""1.5 x 1.5 x 1.1 inches; 3.21 Ounces"", ""UPC"": ""680599116452""}","['{""Scent"": ""Lemon"", ""Liquid Volume"": ""25 Milliliters"", ""Item Form"": ""Gel"", ""Brand"": ""Style Factor"", ""Number of Items"": ""1"", ""Package Dimensions"": ""1.5 x 1.5 x 1.1 inches; 3.21 Ounces"", ""UPC"": ""680599116452""}', '{""Scent"": ""Lemon"", ""Liquid Volume"": ""25 Milliliters"", ""Item Form"": ""Gel"", ""Brand"": ""Style Factor"", ""Number of Items"": ""1"", ""Package Dimensions"": ""1.5 x 1.5 x 1.1 inches; 3.21 Ounces"", ""UPC"": ""680599116452""}']"
Koncept Pro Thickening Biotin Shampoo 960ml,5.0,59,22.75,['Thickening hair biotin shampoo 10 x 3.66 x 3.54 inches; 2.44 Pounds'],[],Koncept Pro,"{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}","['{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}', '{""Brand"": ""Koncept Pro"", ""Item Form"": ""Liquid"", ""Hair Type"": ""Thickening"", ""Age Range (Description)"": ""Adult"", ""Product Benefits"": ""Thickening"", ""Package Dimensions"": ""10.08 x 3.66 x 3.5 inches; 2.41 Pounds"", ""UPC"": ""810001523480""}']"
Best Value Hair Styling Set of 250pcs Strong Transparent Clear Small Hair Rubbers Elastic Bands,3.0,66,3.99,[],[],VAGA,"{""Material"": ""Rubber"", ""Item Form"": ""Elastic"", ""Brand"": ""VAGA"", ""Item Dimensions LxWxH"": ""0.04 x 3.94 x 3.94 inches"", ""Hair Type"": ""Curly"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""0.04 x 3.94 x 3.94 inches; 1.41 Ounces"", ""UPC"": ""784672090841""}","['{""Material"": ""Rubber"", ""Item Form"": ""Elastic"", ""Brand"": ""VAGA"", ""Item Dimensions LxWxH"": ""0.04 x 3.94 x 3.94 inches"", ""Hair Type"": ""Curly"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""0.04 x 3.94 x 3.94 inches; 1.41 Ounces"", ""UPC"": ""784672090841""}', '{""Material"": ""Rubber"", ""Item Form"": ""Elastic"", ""Brand"": ""VAGA"", ""Item Dimensions LxWxH"": ""0.04 x 3.94 x 3.94 inches"", ""Hair Type"": ""Curly"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""0.04 x 3.94 x 3.94 inches; 1.41 Ounces"", ""UPC"": ""784672090841""}', '{""Material"": ""Rubber"", ""Item Form"": ""Elastic"", ""Brand"": ""VAGA"", ""Item Dimensions LxWxH"": ""0.04 x 3.94 x 3.94 inches"", ""Hair Type"": ""Curly"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""0.04 x 3.94 x 3.94 inches; 1.41 Ounces"", ""UPC"": ""784672090841""}', '{""Material"": ""Rubber"", ""Item Form"": ""Elastic"", ""Brand"": ""VAGA"", ""Item Dimensions LxWxH"": ""0.04 x 3.94 x 3.94 inches"", ""Hair Type"": ""Curly"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""0.04 x 3.94 x 3.94 inches; 1.41 Ounces"", ""UPC"": ""784672090841""}']"
"Mirenesse Magnomatic 24hr Magnetic Eyeliner & Reusable 5D False Lashes,Safe. Easy No Adhesive No Mess, Vegan & Toxin Free, 2 Pairs Volume Vivian Day & Night + Magnetic Liner 0.17oz",5.0,8,49.97,[],[],Mirenesse Cosmetics,"{""Brand"": ""Mirenesse Cosmetics"", ""Material Feature"": ""Cruelty Free, Vegan, Paraben Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Unit Count"": ""1.00 Count"", ""Package Dimensions"": ""7.76 x 5.98 x 1.22 inches; 8.78 Ounces"", ""Item model number"": ""MAG3VR""}","['{""Brand"": ""Mirenesse Cosmetics"", ""Material Feature"": ""Cruelty Free, Vegan, Paraben Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Unit Count"": ""1.00 Count"", ""Package Dimensions"": ""7.76 x 5.98 x 1.22 inches; 8.78 Ounces"", ""Item model number"": ""MAG3VR""}', '{""Brand"": ""Mirenesse Cosmetics"", ""Material Feature"": ""Cruelty Free, Vegan, Paraben Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Unit Count"": ""1.00 Count"", ""Package Dimensions"": ""7.76 x 5.98 x 1.22 inches; 8.78 Ounces"", ""Item model number"": ""MAG3VR""}', '{""Brand"": ""Mirenesse Cosmetics"", ""Material Feature"": ""Cruelty Free, Vegan, Paraben Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Unit Count"": ""1.00 Count"", ""Package Dimensions"": ""7.76 x 5.98 x 1.22 inches; 8.78 Ounces"", ""Item model number"": ""MAG3VR""}', '{""Brand"": ""Mirenesse Cosmetics"", ""Material Feature"": ""Cruelty Free, Vegan, Paraben Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Unit Count"": ""1.00 Count"", ""Package Dimensions"": ""7.76 x 5.98 x 1.22 inches; 8.78 Ounces"", ""Item model number"": ""MAG3VR""}', '{""Brand"": ""Mirenesse Cosmetics"", ""Material Feature"": ""Cruelty Free, Vegan, Paraben Free"", ""Item Form"": ""Pair"", ""Mounting Type"": ""Eyelash Glue"", ""Unit Count"": ""1.00 Count"", ""Package Dimensions"": ""7.76 x 5.98 x 1.22 inches; 8.78 Ounces"", ""Item model number"": ""MAG3VR""}']"
Baby Body Lotion (Lotion Corporelle) - 200ml [Pack of 1],5.0,9,22.37,['Baby Body Lotion (Lotion Corporelle) - 200ml by Zwitsal. Cheap Zwitsal Baby Body Lotion (Lotion Corporelle) - 200ml 8711600979949'],[],Zwitsal,"{""Package Dimensions"": ""6.6 x 2.4 x 1.5 inches; 8 Ounces"", ""Manufacturer"": ""Zwitsal1""}","['{""Package Dimensions"": ""6.6 x 2.4 x 1.5 inches; 8 Ounces"", ""Manufacturer"": ""Zwitsal1""}']"
Soursop Bitter 16oz,1.0,442,18.49,['16 oz'],"['Soursop Bitter , Detox , Black Seed']",Queen Anita Empire Inc,"{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}","['{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}', '{""Flavor"": ""Soursop"", ""Brand"": ""Queen Anita Empire Inc"", ""Item Form"": ""Liquid"", ""Age Range (Description)"": ""Adult"", ""Package Information"": ""Can"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.49 x 5.28 x 3.86 inches; 1.79 Pounds"", ""Manufacturer"": ""Queen Anita Empire Inc Online Store""}']"
"Women's Long Straight Brown Pirate Wig, Adult Wigs for Halloween Party, Straight Pirate Captain Cosplay Wigs for Masquerade Party Accessories",5.0,12,15.99,"['Product Details:' 'Color:' 'Brown' 'Length:' '16 inches' 'Style:'
 'Pirate wig with accessories for women.' 'Material:'
 'high-quality heat resistance synthetic fiber wig' 'Feature:'
 ""●This synthetic wig is soft and looks silky and sexy. ●It's easy to wear, and won't damage your own hair. ●Dress up and look suitable for Easter, Christmas, Halloween, costume party, and other occasions.""]","['MATERIAL: Made of 100% top quality synthetic fibers which looks and touches like real hair.'
 'Color: Brown bandana and brown wig with Accessories.'
 'Length: 20.5 inches Weight:0.43 Pound, about 195g'
 'Adjustable: One size fits all teens and adults.'
 'Function:Great for home party,cosplay party, theme party, halloween party and other occasion.']",Styler,"{""Color"": ""Brown"", ""Material"": ""synthetic"", ""Item Dimensions LxWxH"": ""9.84 x 5.91 x 1.57 inches"", ""Hair Type"": ""Normal, Straight"", ""Style"": ""Casual"", ""Product Dimensions"": ""9.84 x 5.91 x 1.57 inches; 14.39 Ounces"", ""UPC"": ""719889563468"", ""Manufacturer"": ""STYLER"", ""Country of Origin"": ""China""}","['{""Color"": ""Brown"", ""Material"": ""synthetic"", ""Item Dimensions LxWxH"": ""9.84 x 5.91 x 1.57 inches"", ""Hair Type"": ""Normal, Straight"", ""Style"": ""Casual"", ""Product Dimensions"": ""9.84 x 5.91 x 1.57 inches; 14.39 Ounces"", ""UPC"": ""719889563468"", ""Manufacturer"": ""STYLER"", ""Country of Origin"": ""China""}']"
